interview_id,source_id,candidate_name,role_norm,role_display,role_family,decision,reason_category,is_requirement_leak,resume_word_count,transcript_word_count
5159,katibr258,Katie Brown,ai researcher,AI Researcher,Data & AI,select,Leadership & Communication,false,368,900
5160,katibu234,Katie Buck,cloud architect,Cloud Architect,Infrastructure & Cloud,reject,Technical Skills,false,350,822
5161,katide288,Katie Delacruz,human resources specialist,Human Resources Specialist,Non-Technical,reject,Technical Skills,false,335,672
5162,katijo654,Katie Johnson,full stack developer,Full Stack Developer,Software Engineering,reject,Technical Skills,false,316,640
5163,katrar217,Katrina Arnold,product manager,Product Manager,Product & Business,select,Technical Skills,false,364,687
5164,katrgo556,Katrina Gomez,business analyst,Business Analyst,Product & Business,select,Technical Skills,false,380,619
5165,katrgu923,Katrina Guerrero,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,370,668
5166,katrma313,Katrina Martin,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Technical Skills,false,325,691
5167,katrmi546,katrina michael,data engineer,Data Engineer,Data & AI,reject,Experience & Domain Fit,false,322,510
5168,katrmo617,Katrina Morrow,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Technical Skills,false,334,675
5169,katrri806,Katrina Rivera,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,405,834
5170,katrwa871,Katrina Wallace,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Technical Skills,false,336,794
5171,kaylba410,Kayla Barrett,robotics engineer,Robotics Engineer,Hardware & Robotics,select,Technical Skills,false,375,716
5172,kaylbo475,Kayla Bonilla,e-commerce specialist,E-commerce Specialist,Non-Technical,reject,Technical Skills,false,301,675
5173,kaylca582,Kayla Cain,ai researcher,AI Researcher,Data & AI,select,Technical Skills,false,362,612
5174,kaylda444,Kayla Davis,ui engineer,UI Engineer,Design,select,Technical Skills,false,361,722
5175,kaylga609,Kayla Garrison,product manager,Product Manager,Product & Business,select,Technical Skills,false,345,644
5176,kayljo514,Kayla Johnson,ar/vr developer,AR/VR Developer,Software Engineering,reject,Technical Skills,false,211,771
5177,kayljo997,Kayla Johnson,qa engineer,QA Engineer,Software Engineering,reject,Technical Skills,false,382,726
5178,kaylke373,Kayla Kelly,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,317,717
5179,kaylle859,Kayla Lee,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,373,747
5180,kaylmi682,Kaylee Miller,robotics engineer,Robotics Engineer,Hardware & Robotics,select,Technical Skills,false,359,734
5181,kaylmu137,Kayla Murphy,it support specialist,IT Support Specialist,Product & Business,select,Leadership & Communication,false,331,711
5182,kaylro195,Kayla Roth,e-commerce specialist,E-commerce Specialist,Non-Technical,reject,Technical Skills,false,378,651
5183,kaylsm957,Kaylee Smith,full stack developer,Full Stack Developer,Software Engineering,reject,Technical Skills,false,266,750
5184,kaylva872,Kaylee Vaughan,cloud engineer,Cloud Engineer,Infrastructure & Cloud,select,Technical Skills,false,376,771
5185,kaylwi496,Kayla Wilson,human resources specialist,Human Resources Specialist,Non-Technical,reject,Technical Skills,false,343,754
5186,kaylzu501,Kayla Zuniga,data architect,Data Architect,Data & AI,reject,Technical Skills,false,333,693
5187,keitba951,Keith Barker,data analyst,Data Analyst,Data & AI,select,Technical Skills,false,375,645
5188,keitbe825,Keith Beltran,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,358,631
5189,keitch801,Keith Chambers,e-commerce specialist,E-commerce Specialist,Non-Technical,select,Technical Skills,false,369,636
5190,keitdo910,Keith Donaldson,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,322,557
5191,keitgo831,Keith Gonzalez,content writer,Content Writer,Non-Technical,select,Technical Skills,false,291,728
5192,keithi781,Keith Hinton,ar/vr developer,AR/VR Developer,Software Engineering,select,Technical Skills,false,124,675
5193,keithu905,Keith Hunter,qa engineer,QA Engineer,Software Engineering,reject,Technical Skills,false,372,712
5194,keitja730,Keith Jackson,ar/vr developer,AR/VR Developer,Software Engineering,select,Leadership & Communication,false,70,796
5195,keitjo612,Keith Johnson,data architect,Data Architect,Data & AI,select,Technical Skills,false,353,572
5196,keitke691,Keith Kerr,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,378,656
5197,keitma293,Keith Marshall,ar/vr developer,AR/VR Developer,Software Engineering,reject,Technical Skills,false,441,93
5198,keitma715,Keith Mathis,database administrator,Database Administrator,Infrastructure & Cloud,reject,Technical Skills,false,331,664
5199,keitmo284,Keith Morales,mobile app developer,Mobile App Developer,Software Engineering,reject,Technical Skills,false,316,857
5200,keitri402,Keith Rios,ar/vr developer,AR/VR Developer,Software Engineering,select,Technical Skills,false,381,392
5201,keitri766,Keith Richards,e-commerce specialist,E-commerce Specialist,Non-Technical,reject,Leadership & Communication,false,425,832
5202,keitsa833,Keith Santiago,data analyst,Data Analyst,Data & AI,select,Technical Skills,false,336,784
5203,keitsm237,keith smith,ui engineer,UI Engineer,Design,select,Experience & Domain Fit,false,273,537
5204,keitwa363,Keith Wagner,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Technical Skills,false,385,825
5205,keitwh600,Keith White,ui engineer,UI Engineer,Design,reject,Technical Skills,false,341,777
5206,kellba112,Kellie Barnett,full stack developer,Full Stack Developer,Software Engineering,select,Technical Skills,false,303,680
5207,kellba833,Kelly Bates,qa engineer,QA Engineer,Software Engineering,reject,Technical Skills,false,102,729
5208,kellba836,Kelly Baldwin,content writer,Content Writer,Non-Technical,select,Technical Skills,false,341,707
5209,kellbo566,Kelly Boone,database administrator,Database Administrator,Infrastructure & Cloud,reject,Technical Skills,false,359,685
5210,kellbo870,Kelly Bowman,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,360,599
5211,kellbr754,Kelly Bray,ui engineer,UI Engineer,Design,reject,Technical Skills,false,368,763
5212,kellca741,Kelly Cain,system administrator,System Administrator,Infrastructure & Cloud,select,Technical Skills,false,389,697
5213,kellch158,Kelly Chen,human resources specialist,Human Resources Specialist,Non-Technical,select,Technical Skills,false,299,634
5214,kelles384,Kelly Espinoza,business analyst,Business Analyst,Product & Business,reject,Technical Skills,false,384,524
5215,kellfl552,Kelly Fletcher,ai researcher,AI Researcher,Data & AI,reject,Technical Skills,false,384,725
5216,kellgo694,Kelly Gonzalez,mobile app developer,Mobile App Developer,Software Engineering,select,Technical Skills,false,336,733
5217,kellgr393,Kelly Gray,product manager,Product Manager,Product & Business,select,Technical Skills,false,291,591
5218,kellha195,Kelly Harvey,system administrator,System Administrator,Infrastructure & Cloud,reject,Technical Skills,false,312,688
5219,kellha595,Kelly Hansen,full stack developer,Full Stack Developer,Software Engineering,select,Technical Skills,false,350,603
5220,kellhe966,Kelly Heath,content writer,Content Writer,Non-Technical,reject,Technical Skills,false,374,655
5221,kellho166,Kelly Howe,cloud engineer,Cloud Engineer,Infrastructure & Cloud,reject,Technical Skills,false,391,691
5222,kellhu637,Kelli Hughes,blockchain developer,Blockchain Developer,Software Engineering,select,Technical Skills,false,319,634
5223,kellju609,Kelly Juarez,ux designer,UX Designer,Design,reject,Technical Skills,false,314,649
5224,kellke330,Kelly Kelly,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,301,857
5225,kellla414,Kelly Larson,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Technical Skills,false,354,859
5226,kellli356,Kelly Little,system administrator,System Administrator,Infrastructure & Cloud,select,Technical Skills,false,300,621
5227,kellma619,Kelly May,devops engineer,DevOps Engineer,Infrastructure & Cloud,reject,Technical Skills,false,316,718
5228,kellma680,Kelly Martin,mobile app developer,Mobile App Developer,Software Engineering,select,Technical Skills,false,376,680
5229,kellma994,Kelly Mack,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,383,842
5230,kellmi974,kelly miller,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,311,648
5231,kellmo119,Kelly Morgan,database administrator,Database Administrator,Infrastructure & Cloud,reject,Technical Skills,false,374,689
5232,kellmo423,Kelly Moran,robotics engineer,Robotics Engineer,Hardware & Robotics,select,Technical Skills,false,335,666
5233,kellpe639,Kelly Peterson,mobile app developer,Mobile App Developer,Software Engineering,reject,Technical Skills,false,360,739
5234,kellpe763,Kelly Perez,qa engineer,QA Engineer,Software Engineering,select,Technical Skills,false,355,706
5235,kellpo230,Kelly Porter,human resources specialist,Human Resources Specialist,Non-Technical,select,Technical Skills,false,362,631
5236,kellri763,Kelly Riggs,it support specialist,IT Support Specialist,Product & Business,reject,Technical Skills,false,332,792
5237,kellro373,Kelly Rogers,blockchain developer,Blockchain Developer,Software Engineering,select,Technical Skills,false,330,688
5238,kellro578,Kelly Ross,human resources specialist,Human Resources Specialist,Non-Technical,reject,Technical Skills,false,341,670
5239,kellro599,Kelly Robinson,ai researcher,AI Researcher,Data & AI,reject,Technical Skills,false,414,728
5240,kellry853,Kelly Ryan,mobile app developer,Mobile App Developer,Software Engineering,reject,Technical Skills,false,336,652
5241,kellse322,Kelly Serrano,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,325,694
5242,kellsh728,Kelly Shah,cybersecurity analyst,Cybersecurity Analyst,Security,reject,Leadership & Communication,false,352,712
5243,kellst488,Kelly Stafford,devops engineer,DevOps Engineer,Infrastructure & Cloud,select,Technical Skills,false,357,751
5244,kellsu140,Kelly Summers,content writer,Content Writer,Non-Technical,reject,Technical Skills,false,345,715
5245,kellth871,Kelly Thompson,it support specialist,IT Support Specialist,Product & Business,select,Leadership & Communication,false,303,649
5246,kelltu657,Kelly Tucker,data architect,Data Architect,Data & AI,reject,Technical Skills,false,448,681
5247,kellvi297,Kelly Villa,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,344,668
5248,kellwa867,Kelly Washington,data architect,Data Architect,Data & AI,reject,Leadership & Communication,false,406,654
5249,kellwe904,Kelly Webb,system administrator,System Administrator,Infrastructure & Cloud,select,Technical Skills,false,369,597
5250,kellwo507,Kelli Wood,data architect,Data Architect,Data & AI,reject,Technical Skills,false,384,681
5251,kellwo645,Kelly Wolfe,database administrator,Database Administrator,Infrastructure & Cloud,reject,Technical Skills,false,343,708
5252,kelsch161,Kelsey Chavez,qa engineer,QA Engineer,Software Engineering,reject,Technical Skills,false,328,691
5253,kelsfo572,Kelsey Ford,database administrator,Database Administrator,Infrastructure & Cloud,select,Technical Skills,false,300,703
5254,kelshe744,Kelsey Hernandez,robotics engineer,Robotics Engineer,Hardware & Robotics,reject,Technical Skills,false,331,690
5255,kelshu132,Kelsey Hudson,game developer,Game Developer,Software Engineering,reject,Leadership & Communication,false,365,688
5256,kelshu144,Kelsey Hutchinson,ar/vr developer,AR/VR Developer,Software Engineering,reject,Technical Skills,false,322,434
5257,kelsmc519,Kelsey Mcdonald,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,380,725
5258,kelsow395,Kelsey Owen,human resources specialist,Human Resources Specialist,Non-Technical,select,Technical Skills,false,339,594
5259,kelspe441,Kelsey Perez,data architect,Data Architect,Data & AI,reject,Technical Skills,false,353,684
5260,kelspi889,Kelsey Pierce,ux designer,UX Designer,Design,select,Technical Skills,false,309,816
5261,kended711,Kendra Edwards,blockchain developer,Blockchain Developer,Software Engineering,select,Technical Skills,false,320,630
5262,kendes598,Kendra Escobar,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,331,842
5263,kendjo168,Kendra Johnson,database administrator,Database Administrator,Infrastructure & Cloud,select,Technical Skills,false,334,650
5264,kendjo852,Kendra Jones,digital marketing specialist,Digital Marketing Specialist,Non-Technical,reject,Technical Skills,false,357,888
5265,kendor557,Kendra Orr,robotics engineer,Robotics Engineer,Hardware & Robotics,reject,Technical Skills,false,310,750
5266,kennba898,Kenneth Barrett,ux designer,UX Designer,Design,select,Technical Skills,false,338,796
5267,kennbl658,Kenneth Blair,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,399,843
5268,kennci828,Kenneth Cisneros,digital marketing specialist,Digital Marketing Specialist,Non-Technical,select,Technical Skills,false,332,771
5269,kennda687,Kenneth Davis,blockchain developer,Blockchain Developer,Software Engineering,reject,Technical Skills,false,309,760
5270,kennga557,Kenneth Garcia,robotics engineer,Robotics Engineer,Hardware & Robotics,reject,Technical Skills,false,356,666
5271,kennha461,Kenneth Harris,ar/vr developer,AR/VR Developer,Software Engineering,select,Technical Skills,false,337,115
5272,kennha757,Kenneth Hall,cloud architect,Cloud Architect,Infrastructure & Cloud,reject,Leadership & Communication,false,364,986
5273,kennhe834,Kenneth Hess,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,390,714
5274,kennjo543,Kenneth Jones,ar/vr developer,AR/VR Developer,Software Engineering,select,Technical Skills,false,121,740
5275,kennke138,Kenneth Kerr,full stack developer,Full Stack Developer,Software Engineering,select,Technical Skills,false,354,640
5276,kennle256,Kenneth Lewis,cybersecurity analyst,Cybersecurity Analyst,Security,select,Technical Skills,false,390,797
5277,kennlu141,Kenneth Luna,robotics engineer,Robotics Engineer,Hardware & Robotics,select,Technical Skills,false,312,717
5278,kennme638,Kenneth Mercado,game developer,Game Developer,Software Engineering,reject,Leadership & Communication,false,139,151
5279,kennmo308,Kenneth Montgomery,product manager,Product Manager,Product & Business,select,Technical Skills,false,358,670
5280,kennmo469,Kenneth Moore,blockchain developer,Blockchain Developer,Software Engineering,select,Technical Skills,false,361,605
5281,kennni264,Kenneth Nichols,qa engineer,QA Engineer,Software Engineering,reject,Leadership & Communication,false,358,725
5282,kennod876,Kenneth Odom,product manager,Product Manager,Product & Business,select,Technical Skills,false,306,763
5283,kennow479,kenneth owens,ui engineer,UI Engineer,Design,reject,Experience & Domain Fit,false,267,573
5284,kennpa438,kenneth payne,data engineer,Data Engineer,Data & AI,select,Experience & Domain Fit,false,357,542
5285,kennpe804,Kenneth Pena,database administrator,Database Administrator,Infrastructure & Cloud,select,Technical Skills,false,319,631
5286,kennpo264,Kenneth Porter,software engineer,Software Engineer,Software Engineering,select,Leadership & Communication,false,369,704
5287,kennpo908,kenneth powers,software engineer,Software Engineer,Software Engineering,reject,Experience & Domain Fit,false,314,527
5288,kennro470,Kenneth Roberson,system administrator,System Administrator,Infrastructure & Cloud,select,Technical Skills,false,324,555
5289,kennro808,Kenneth Romero,ux designer,UX Designer,Design,select,Technical Skills,false,335,620
5290,kennst146,Kenneth Stevens,machine learning engineer,Machine Learning Engineer,Data & AI,select,Technical Skills,false,327,756
5291,kennth222,Kenneth Thompson,human resources specialist,Human Resources Specialist,Non-Technical,select,Technical Skills,false,333,698
5292,kerrpe352,Kerry Peterson,system administrator,System Administrator,Infrastructure & Cloud,reject,Technical Skills,false,334,709
5293,kerrwi358,Kerry Wilson,it support specialist,IT Support Specialist,Product & Business,select,Technical Skills,false,311,633
5294,kevial368,Kevin Allen,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Technical Skills,false,367,780
5295,kevial423,Kevin Alexander,data architect,Data Architect,Data & AI,reject,Leadership & Communication,false,386,716
5296,kevial639,Kevin Alexander,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,408,747
5297,kevian850,Kevin Anderson,software engineer,Software Engineer,Software Engineering,select,Leadership & Communication,false,249,824
5298,keviba613,Kevin Barnes,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Technical Skills,false,355,738
5299,kevibe754,Kevin Bender,cybersecurity analyst,Cybersecurity Analyst,Security,reject,Leadership & Communication,false,359,620
5300,kevibl453,Kevin Black,data engineer,Data Engineer,Data & AI,select,Technical Skills,false,410,777
5301,kevibl518,Kevin Blair,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Technical Skills,false,385,635
5302,kevibr302,Kevin Brown,e-commerce specialist,E-commerce Specialist,Non-Technical,select,Technical Skills,false,333,758
5303,kevibr321,Kevin Brown MD,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,362,712
5304,kevibu100,Kevin Butler,database administrator,Database Administrator,Infrastructure & Cloud,reject,Technical Skills,false,381,653
5305,keviby378,Kevin Byrd,e-commerce specialist,E-commerce Specialist,Non-Technical,select,Technical Skills,false,290,632
5306,kevica219,Kevin Campbell,ar/vr developer,AR/VR Developer,Software Engineering,reject,Technical Skills,false,257,773
5307,kevich207,Kevin Chan,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Technical Skills,false,379,632
5308,kevico244,Kevin Combs,human resources specialist,Human Resources Specialist,Non-Technical,select,Leadership & Communication,false,357,647
5309,kevico543,Kevin Cooley,blockchain developer,Blockchain Developer,Software Engineering,reject,Leadership & Communication,false,337,741
5310,kevico665,Kevin Cox,it support specialist,IT Support Specialist,Product & Business,reject,Technical Skills,false,350,830
5311,kevico777,Kevin Costa,it support specialist,IT Support Specialist,Product & Business,select,Technical Skills,false,364,753
5312,kevico878,Kevin Cook,robotics engineer,Robotics Engineer,Hardware & Robotics,select,Technical Skills,false,357,761
5313,kevidu174,Kevin Duran,cloud engineer,Cloud Engineer,Infrastructure & Cloud,select,Technical Skills,false,338,750
5314,keviel577,Kevin Ellis,ai researcher,AI Researcher,Data & AI,reject,Technical Skills,false,353,684
5315,keviev301,Kevin Everett,data analyst,Data Analyst,Data & AI,select,Technical Skills,false,356,564
5316,kevifr937,Kevin Franklin,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Technical Skills,false,408,796
5317,kevigo562,Kevin Gordon,qa engineer,QA Engineer,Software Engineering,reject,Technical Skills,false,116,675
5318,kevigr676,Kevin Grant,content writer,Content Writer,Non-Technical,reject,Leadership & Communication,false,364,643
5319,keviha628,Kevin Harrison,digital marketing specialist,Digital Marketing Specialist,Non-Technical,select,Technical Skills,false,369,679
5320,kevihi605,Kevin Hill,full stack developer,Full Stack Developer,Software Engineering,select,Technical Skills,false,350,805
5321,keviho580,Kevin Howard,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,312,746
5322,kevija385,Kevin Jackson,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,410,590
5323,keviju104,kevin juarez,product manager,Product Manager,Product & Business,reject,Technical Skills,false,256,527
5324,kevika827,Kevin Kane,full stack developer,Full Stack Developer,Software Engineering,reject,Leadership & Communication,false,322,577
5325,keviki439,Kevin Kirk,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,369,739
5326,kevily181,Kevin Lynch,database administrator,Database Administrator,Infrastructure & Cloud,reject,Leadership & Communication,false,342,726
5327,kevimc493,Kevin Mccarthy,full stack developer,Full Stack Developer,Software Engineering,reject,Technical Skills,false,312,584
5328,kevimi722,Kevin Miller,ux designer,UX Designer,Design,select,Technical Skills,false,303,680
5329,kevimi968,kevin middleton,product manager,Product Manager,Product & Business,reject,Experience & Domain Fit,false,335,543
5330,kevimo345,Kevin Moreno,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,398,700
5331,kevimo582,Kevin Morales,mobile app developer,Mobile App Developer,Software Engineering,reject,Technical Skills,false,296,744
5332,kevimo586,Kevin Morris,machine learning engineer,Machine Learning Engineer,Data & AI,select,Technical Skills,false,379,819
5333,kevipa700,Kevin Patterson,devops engineer,DevOps Engineer,Infrastructure & Cloud,reject,Technical Skills,false,363,572
5334,kevipe871,Kevin Peterson,data architect,Data Architect,Data & AI,reject,Technical Skills,false,398,676
5335,kevipo548,Kevin Potter,system administrator,System Administrator,Infrastructure & Cloud,select,Technical Skills,false,376,655
5336,kevire400,kevin reese,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,332,464
5337,keviri573,Kevin Rivera,data engineer,Data Engineer,Data & AI,select,Technical Skills,false,367,801
5338,keviro435,Kevin Rodriguez,content writer,Content Writer,Non-Technical,select,Technical Skills,false,322,713
5339,kevisa914,Kevin Santiago,ux designer,UX Designer,Design,reject,Technical Skills,false,360,716
5340,kevisi339,kevin simmons,data scientist,Data Scientist,Data & AI,select,Experience & Domain Fit,false,360,657
5341,kevist312,Kevin Stevens,data engineer,Data Engineer,Data & AI,select,Technical Skills,false,398,727
5342,kevisu224,Kevin Sutton,product manager,Product Manager,Product & Business,select,Technical Skills,false,315,821
5343,kevitu230,Kevin Turner,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,318,741
5344,keviva850,Kevin Valenzuela,machine learning engineer,Machine Learning Engineer,Data & AI,select,Technical Skills,false,318,867
5345,keviwa248,Kevin Walker,full stack developer,Full Stack Developer,Software Engineering,select,Technical Skills,false,368,705
5346,keviwe567,Kevin Webster,it support specialist,IT Support Specialist,Product & Business,select,Technical Skills,false,315,764
5347,keviwh246,Kevin White,data analyst,Data Analyst,Data & AI,select,Technical Skills,false,441,662
5348,keviwi529,kevin wilson,ui engineer,UI Engineer,Design,select,Experience & Domain Fit,false,297,533
5349,keviwi648,kevin willis,ui engineer,UI Engineer,Design,reject,Culture & Adaptability,false,290,576
5350,keviwo984,Kevin Wolfe,product manager,Product Manager,Product & Business,reject,Technical Skills,false,334,881
5351,kiarsp690,Kiara Sparks,database administrator,Database Administrator,Infrastructure & Cloud,select,Technical Skills,false,382,782
5352,kiman719,kim anderson,software engineer,Software Engineer,Software Engineering,reject,Experience & Domain Fit,false,316,446
5353,kimban689,Kimberly Anthony,data architect,Data Architect,Data & AI,select,Technical Skills,false,369,827
5354,kimbba821,Kimberly Bates,business analyst,Business Analyst,Product & Business,select,Technical Skills,false,329,699
5355,kimbbe481,Kimberly Bennett,cybersecurity analyst,Cybersecurity Analyst,Security,reject,Technical Skills,false,387,720
5356,kimbbe528,kimberly benson,product manager,Product Manager,Product & Business,select,Experience & Domain Fit,false,269,501
5357,kimbca182,Kimberly Cabrera,blockchain developer,Blockchain Developer,Software Engineering,reject,Technical Skills,false,379,703
5358,kimbca564,Kimberly Carey,system administrator,System Administrator,Infrastructure & Cloud,select,Technical Skills,false,372,684
5359,kimbca685,kimberly campos,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,320,550
5360,kimbda544,Kimberly Davis,cybersecurity analyst,Cybersecurity Analyst,Security,reject,Technical Skills,false,336,710
5361,kimbda964,kimberly davis,product manager,Product Manager,Product & Business,reject,Experience & Domain Fit,false,246,603
5362,kimbfi296,Kimberly Fitzgerald,cloud architect,Cloud Architect,Infrastructure & Cloud,reject,Technical Skills,false,310,690
5363,kimbfi888,Kimberly Finley,e-commerce specialist,E-commerce Specialist,Non-Technical,select,Leadership & Communication,false,319,582
5364,kimbfo288,Kimberly Foster,cloud engineer,Cloud Engineer,Infrastructure & Cloud,select,Leadership & Communication,false,357,665
5365,kimbgo917,Kimberly Gonzalez MD,database administrator,Database Administrator,Infrastructure & Cloud,select,Technical Skills,false,383,602
5366,kimbgu941,Kimberly Gutierrez,business analyst,Business Analyst,Product & Business,select,Technical Skills,false,347,709
5367,kimbha246,Kimberly Harris,cloud engineer,Cloud Engineer,Infrastructure & Cloud,reject,Leadership & Communication,false,305,656
5368,kimbha360,Kimberly Hall,digital marketing specialist,Digital Marketing Specialist,Non-Technical,reject,Leadership & Communication,false,335,657
5369,kimbha667,Kimberly Harris,product manager,Product Manager,Product & Business,reject,Technical Skills,false,335,687
5370,kimbhi887,Kimberly Hill,cybersecurity analyst,Cybersecurity Analyst,Security,select,Technical Skills,false,355,672
5371,kimbho748,Kimberly Holmes,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,344,596
5372,kimbhu457,Kimberly Hughes,cloud engineer,Cloud Engineer,Infrastructure & Cloud,select,Leadership & Communication,false,324,637
5373,kimbhu909,Kimberly Hughes,qa engineer,QA Engineer,Software Engineering,reject,Technical Skills,false,339,635
5374,kimbje439,Kimberly Jensen,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Technical Skills,false,333,770
5375,kimbjo567,Kimberly Jones,game developer,Game Developer,Software Engineering,reject,Technical Skills,false,33,937
5376,kimbjo678,Kimberly Jones,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Technical Skills,false,378,755
5377,kimbke726,Kimberly Kelley,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,320,660
5378,kimblo104,Kimberly Lopez,cybersecurity analyst,Cybersecurity Analyst,Security,reject,Technical Skills,false,394,674
5379,kimblo721,Kimberly Lopez,business analyst,Business Analyst,Product & Business,select,Technical Skills,false,346,648
5380,kimbmc204,Kimberly Mcgee,game developer,Game Developer,Software Engineering,select,Technical Skills,false,50,774
5381,kimbmc487,Kimberly Mcdaniel,ar/vr developer,AR/VR Developer,Software Engineering,reject,Technical Skills,false,306,722
5382,kimbme652,Kimberly Melton,database administrator,Database Administrator,Infrastructure & Cloud,reject,Leadership & Communication,false,337,719
5383,kimbme985,Kimberly Melendez,data architect,Data Architect,Data & AI,select,Technical Skills,false,371,821
5384,kimbmi258,Kimberly Mitchell,devops engineer,DevOps Engineer,Infrastructure & Cloud,reject,Technical Skills,false,370,817
5385,kimbmi497,Kimberly Miles,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Technical Skills,false,347,662
5386,kimbmo204,Kimberly Moore,digital marketing specialist,Digital Marketing Specialist,Non-Technical,reject,Technical Skills,false,332,665
5387,kimbne266,Kimberly Nelson,ui engineer,UI Engineer,Design,select,Technical Skills,false,370,600
5388,kimbne393,Kimberly Newton,data engineer,Data Engineer,Data & AI,select,Leadership & Communication,false,433,786
5389,kimbni548,Kimberly Nichols,ai researcher,AI Researcher,Data & AI,reject,Technical Skills,false,341,760
5390,kimbno409,Kimberly Norris,mobile app developer,Mobile App Developer,Software Engineering,select,Leadership & Communication,false,329,716
5391,kimbol531,Kimberly Olson,product manager,Product Manager,Product & Business,select,Technical Skills,false,337,758
5392,kimbpa854,Kimberly Parks,ui engineer,UI Engineer,Design,reject,Technical Skills,false,332,680
5393,kimbpi889,Kimberly Pierce,cybersecurity analyst,Cybersecurity Analyst,Security,reject,Technical Skills,false,315,590
5394,kimbro710,Kimberly Ross,data architect,Data Architect,Data & AI,select,Technical Skills,false,381,622
5395,kimbro772,Kimberly Rodriguez,system administrator,System Administrator,Infrastructure & Cloud,select,Technical Skills,false,353,707
5396,kimbro918,Kimberly Roberts,game developer,Game Developer,Software Engineering,select,Leadership & Communication,false,197,145
5397,kimbsc132,kimberly scott,product manager,Product Manager,Product & Business,reject,Technical Skills,false,269,610
5398,kimbsc311,Kimberly Schultz,mobile app developer,Mobile App Developer,Software Engineering,reject,Technical Skills,false,344,651
5399,kimbsm318,Kimberly Smith,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Technical Skills,false,319,733
5400,kimbsm859,Kimberly Smith,devops engineer,DevOps Engineer,Infrastructure & Cloud,reject,Technical Skills,false,331,713
5401,kimbsn137,Kimberly Snyder,ui engineer,UI Engineer,Design,reject,Technical Skills,false,325,752
5402,kimbst111,Kimberly Stein,ux designer,UX Designer,Design,select,Technical Skills,false,346,762
5403,kimbst962,Kimberly Stanley,game developer,Game Developer,Software Engineering,select,Technical Skills,false,366,726
5404,kimbta340,Kimberly Taylor,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,409,677
5405,kimbvi167,Kimberly Vincent,human resources specialist,Human Resources Specialist,Non-Technical,select,Technical Skills,false,388,610
5406,kimbwa142,Kimberly Warner,robotics engineer,Robotics Engineer,Hardware & Robotics,select,Technical Skills,false,396,611
5407,kimbwa160,Kimberly Wallace,cloud architect,Cloud Architect,Infrastructure & Cloud,reject,Technical Skills,false,370,809
5408,kimbwa552,Kimberly Walker,qa engineer,QA Engineer,Software Engineering,reject,Technical Skills,false,342,770
5409,kimbwa771,Kimberly Ward,e-commerce specialist,E-commerce Specialist,Non-Technical,select,Leadership & Communication,false,330,825
5410,kimbwe480,Kimberly Wells,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,355,636
5411,kimbwi387,Kimberly Williams,content writer,Content Writer,Non-Technical,select,Technical Skills,false,368,704
5412,kimcl657,Kim Clayton,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,344,687
